sku,product_name,category,supplier,warehouse,quantity_in_stock,reorder_level,unit_cost,selling_price,last_restock_date,expiry_date,shelf_life_days,barcode,is_perishable,storage_temp,dead_column
SKU-31415,Sugar 1kg,Condiments,Chi Ltd,PHC Dockyard,3333,71,226.93,23662.21,18-03-2023,2024-04-19,719,1954270920168,No,Frozen,
SKU-81253,Milk Tin,Condiments,Honeywell,Lagos Apapa,3594,112,1206.27,1513.21,27-04-2023,2025-03-23,413,6168879140241,Yes,Chilled,
SKU-97772,Semovita 5kg,Condiments,Chi Ltd,Abuja Gwagwa,4514,375,1405.38,4462.23,21-10-2023,2025-11-30,711,9302563186129,1,ambient,
SKU-69392,Indomie Carton,,Honeywell,Abuja Gwagwa,405,137,1825.09,10761.89,24-06-2023,2025-12-01,59,8575738407194,yes,Ambient,
SKU-11949,Indomie Carton,,PZ Cussons,Kano Industrial,1389,133,4839.6,29211.61,04-01-2023,2024-09-12,668,1639970974096,1,AMBIENT,
SKU-88015,Palm Oil 3.8L,Beverages,Chi Ltd,PHC Dockyard,1120,320,27963.81,6144.11,23-07-2023,2025-10-08,245,,0,AMBIENT,
SKU-38055,Milo 1kg,Staples,Dangote Flour,Abuja Gwagwa,3970,117,1754.93,3620.54,09-11-2023,2024-09-14,162,8788726939799,0,Ambient,
SKU-83430,Semovita 5kg,Condiments,Chi Ltd,Kano Industrial,670,13,3666.12,1617.33,08-11-2023,2025-12-20,507,6772534122555,1,Ambient,
SKU-34681,Milk Tin,,Innoson Motors,Kano Industrial,2671,77,1932.74,2794.92,23-08-2023,2025-10-28,286,,No,Chilled,
SKU-45683,Semovita 5kg,Cereals,PZ Cussons,PHC Dockyard,4246,232,2825.87,1302.72,26-04-2023,2024-11-18,384,7356447763801,1,Chilled,
SKU-84184,Semovita 5kg,Condiments,Honeywell,Abuja Gwagwa,2935,263,895.89,6617.66,17-02-2023,2024-02-25,170,9016311666031,1,Chilled,
SKU-96870,Palm Oil 3.8L,,PZ Cussons,PHC Dockyard,4678,471,3495.37,25639.63,12-12-2023,2025-12-14,119,5865117395002,0,ambient,
SKU-24285,Milk Tin,Beverages,Innoson Motors,Kano Industrial,4722,11,1262.59,2134.6,26-06-2023,2024-03-06,523,1389382008356,Yes,Chilled,
SKU-66031,Semovita 5kg,Beverages,Chi Ltd,Abuja Gwagwa,4908,196,343.23,4679.24,21-03-2023,2025-01-20,436,6112277289028,0,Chilled,
SKU-90276,Milk Tin,,Honeywell,Abuja Gwagwa,4228,88,2045.03,1709.27,29-08-2023,2024-05-19,231,6810959803006,1,Chilled,
SKU-90008,Indomie Carton,Cereals,Dangote Flour,Abuja Gwagwa,2410,418,281.04,5082.81,24-09-2023,2025-06-14,107,,0,Ambient,
SKU-71016,Rice 50kg,Cereals,PZ Cussons,Kano Industrial,1032,67,6327.01,3621.53,20-03-2023,2025-05-18,5,3863478332634,yes,,
SKU-37985,Palm Oil 3.8L,Staples,Dangote Flour,PHC Dockyard,1999,381,500.38,1989.21,25-11-2023,2024-09-06,240,9151783687104,1,Chilled,
SKU-16595,Semovita 5kg,Staples,Innoson Motors,Kano Industrial,63,366,5150.88,10851.49,10-08-2023,2025-07-21,528,,yes,Chilled,
SKU-40657,Garri 10kg,Condiments,Nestle Nigeria,Abuja Gwagwa,2726,255,16510.52,5101.98,25-02-2023,2025-01-26,402,2646189326946,yes,Chilled,
SKU-30007,Palm Oil 3.8L,,PZ Cussons,Kano Industrial,4865,253,4056.32,4878.46,08-02-2023,2025-10-24,592,1156542290785,No,Ambient,
SKU-16666,Indomie Carton,Beverages,Innoson Motors,Kano Industrial,3562,121,799.8,984.69,19-12-2023,2025-08-02,307,8038710060910,0,ambient,
SKU-30745,Milk Tin,Staples,Honeywell,Lagos Apapa,2065,37,3467.3,8006.65,14-08-2023,2025-04-26,28,7609340550167,1,Chilled,
SKU-16997,Sugar 1kg,Condiments,Dangote Flour,Kano Industrial,3977,369,3770.92,37062.95,01-10-2023,2025-04-20,579,4449196326580,Yes,AMBIENT,
SKU-92597,Palm Oil 3.8L,Staples,PZ Cussons,PHC Dockyard,2967,120,7047.51,5729.16,05-04-2023,2025-02-07,394,2721860558514,0,AMBIENT,
SKU-44862,Indomie Carton,Cereals,Dangote Flour,PHC Dockyard,4241,188,1665.83,5051.9,14-12-2023,2025-11-02,421,5259315045369,0,AMBIENT,
SKU-74523,Tomato Paste,Staples,Honeywell,Abuja Gwagwa,656,309,2782.03,15511.03,27-06-2023,2025-11-26,396,8141560085265,1,,
SKU-34853,Semovita 5kg,Staples,Honeywell,PHC Dockyard,2958,258,2760.63,8499.2,24-01-2023,2025-07-21,187,9572234574336,yes,Frozen,
SKU-13582,Palm Oil 3.8L,Staples,Nestle Nigeria,Lagos Apapa,813,438,15848.42,,06-02-2023,2024-08-31,659,3678859218087,1,Ambient,
SKU-43167,Milo 1kg,Staples,Innoson Motors,Lagos Apapa,3161,318,515.39,4106.55,13-06-2023,2024-10-24,408,7730662045291,0,ambient,
SKU-68057,Semovita 5kg,Cereals,Nestle Nigeria,Abuja Gwagwa,4993,138,345.05,16975.94,02-05-2023,2024-12-17,371,,0,Frozen,
SKU-95525,Palm Oil 3.8L,Cereals,PZ Cussons,PHC Dockyard,4530,168,5632.5,26131.65,09-09-2023,2024-02-12,366,9769169789535,No,Chilled,
SKU-43616,Tomato Paste,Cereals,Nestle Nigeria,Kano Industrial,2982,484,10289.76,17571.77,18-05-2023,2024-10-29,465,3915690371574,1,ambient,
SKU-55503,Rice 50kg,Staples,Dangote Flour,Abuja Gwagwa,1293,84,1071.22,,22-01-2023,2023-12-03,358,1172619088284,1,ambient,
SKU-13679,Milo 1kg,Condiments,Chi Ltd,Lagos Apapa,2121,66,24066.08,5060.93,21-07-2023,2024-10-19,714,5080094462651,Yes,,
SKU-88495,Sugar 1kg,Beverages,Nestle Nigeria,PHC Dockyard,2100,297,2807.72,582.17,19-09-2023,2025-07-01,664,4509305744904,Yes,AMBIENT,
SKU-43266,Garri 10kg,Staples,Dangote Flour,Kano Industrial,3049,159,56634.22,111127.55,08-01-2023,2025-08-12,398,8236431418716,Yes,Chilled,
SKU-55488,Rice 50kg,Staples,Nestle Nigeria,Lagos Apapa,2550,469,1046.7,7004.61,25-02-2023,2024-06-24,203,9089123775759,0,AMBIENT,
SKU-90101,Sugar 1kg,Cereals,Dangote Flour,Abuja Gwagwa,4160,251,2544.57,35504.11,24-06-2023,2024-07-23,643,2394042039634,Yes,,
SKU-85264,Milo 1kg,Cereals,Innoson Motors,Kano Industrial,2091,468,6306.76,3474.11,29-03-2023,2025-06-25,222,8355366761037,0,,
SKU-27150,Indomie Carton,Cereals,PZ Cussons,PHC Dockyard,3921,266,3944.14,12029.4,03-05-2023,2025-09-16,2,2514653505281,No,Ambient,
SKU-75860,Semovita 5kg,Condiments,Honeywell,Abuja Gwagwa,2296,261,691.87,3621.55,13-10-2023,2025-03-08,36,1672215814466,No,AMBIENT,
SKU-47481,Palm Oil 3.8L,Beverages,Innoson Motors,Lagos Apapa,755,281,3907.26,14887.99,13-09-2023,2025-05-31,146,4178239408505,1,Frozen,
SKU-61020,Milo 1kg,Beverages,PZ Cussons,PHC Dockyard,4832,198,4627.5,17840.27,25-02-2023,2024-08-05,372,1204433119295,yes,ambient,
SKU-81788,Palm Oil 3.8L,Cereals,Dangote Flour,Abuja Gwagwa,3899,314,8646.21,,30-12-2023,2024-09-28,709,4941127733559,yes,ambient,
SKU-57588,Groundnut Oil,,Dangote Flour,Abuja Gwagwa,588,432,1570.97,3967.6,09-06-2023,2025-06-01,276,1185613851633,1,Chilled,
SKU-44328,Rice 50kg,Beverages,Chi Ltd,PHC Dockyard,4062,371,871.45,2047.31,27-01-2023,2024-04-08,322,5738366604987,Yes,Ambient,
SKU-50907,Garri 10kg,Condiments,Chi Ltd,Abuja Gwagwa,1244,45,9920.95,,14-12-2023,2025-05-14,231,3853451511342,Yes,Chilled,
SKU-30942,Indomie Carton,Cereals,Honeywell,Lagos Apapa,3845,53,740.02,6755.32,26-08-2023,2025-02-05,362,1671917993161,No,AMBIENT,
SKU-76097,Indomie Carton,,PZ Cussons,Lagos Apapa,1092,357,965.52,17368.8,03-05-2023,2024-04-06,241,8353336193961,0,AMBIENT,
SKU-55249,Milo 1kg,Staples,Chi Ltd,Lagos Apapa,249,108,3539.01,16836.42,14-11-2023,2025-10-07,434,6847842885022,yes,AMBIENT,
SKU-86454,Semovita 5kg,Staples,Nestle Nigeria,Lagos Apapa,3622,216,980.03,1034.49,31-08-2023,2024-01-28,347,4923390486096,0,AMBIENT,
SKU-57318,Semovita 5kg,Condiments,Chi Ltd,Kano Industrial,3113,140,1169.46,7263.65,03-10-2023,2024-02-25,614,1024372472666,No,,
SKU-50754,Semovita 5kg,Staples,Nestle Nigeria,Kano Industrial,2567,121,3756.56,2811.26,15-12-2023,2024-11-01,612,9780069609351,No,ambient,
SKU-91708,Indomie Carton,Beverages,Dangote Flour,Abuja Gwagwa,1791,250,5380.57,4153.67,17-06-2023,2024-10-13,634,3374750028162,0,Ambient,
SKU-66913,Palm Oil 3.8L,Staples,Chi Ltd,Lagos Apapa,-44,211,11000.64,2873.98,09-09-2023,2025-03-20,71,6221676549101,Yes,AMBIENT,
SKU-92178,Tomato Paste,Staples,PZ Cussons,PHC Dockyard,2437,171,2095.3,1821.28,07-04-2023,2025-04-17,165,4736538244473,0,Ambient,
SKU-33417,Rice 50kg,Staples,Innoson Motors,Lagos Apapa,2544,163,7772.85,,05-06-2023,2025-02-18,511,2882109227551,0,AMBIENT,
SKU-57813,Milk Tin,Condiments,Innoson Motors,Abuja Gwagwa,4888,349,6996.45,1223.5,22-03-2023,2024-01-27,454,6076568244584,1,Ambient,
SKU-44672,Indomie Carton,Beverages,Chi Ltd,PHC Dockyard,3117,375,13804.89,28084.41,10-03-2023,2024-03-27,531,4424670349291,No,ambient,
SKU-77099,Palm Oil 3.8L,Staples,Nestle Nigeria,PHC Dockyard,2097,42,2961.83,3361.32,23-03-2023,2025-09-12,450,9989089229926,yes,ambient,
SKU-42442,Tomato Paste,,Chi Ltd,Abuja Gwagwa,3582,396,8256.67,2427.42,10-12-2023,2025-09-21,189,1259716959074,Yes,ambient,
SKU-43173,Milk Tin,Condiments,Honeywell,PHC Dockyard,1596,374,1007.46,3383.79,29-06-2023,2025-05-19,674,4294090433932,No,AMBIENT,
SKU-46745,Rice 50kg,Staples,PZ Cussons,Lagos Apapa,3256,281,8194.93,3819.55,20-02-2023,2024-11-07,441,6100466770717,yes,ambient,
SKU-90813,Indomie Carton,Cereals,Dangote Flour,PHC Dockyard,3061,186,29904.35,6785.56,18-01-2023,2025-01-02,172,1466238585618,No,,
SKU-45904,Palm Oil 3.8L,Beverages,Dangote Flour,Abuja Gwagwa,2417,287,4053.54,7797.94,09-07-2023,2024-03-18,221,3213683155147,1,,
SKU-65249,Garri 10kg,Condiments,Dangote Flour,PHC Dockyard,558,468,4843.24,8234.98,28-12-2023,2025-11-18,633,2625021654357,1,ambient,
SKU-76209,Tomato Paste,,Honeywell,Kano Industrial,1064,265,1650.92,3475.32,24-06-2023,2025-07-11,504,,yes,Frozen,
SKU-91216,Indomie Carton,Beverages,PZ Cussons,Lagos Apapa,1976,121,1013.83,12088.73,02-09-2023,2025-08-07,471,2234325492191,0,ambient,
SKU-22019,Milk Tin,Cereals,Chi Ltd,PHC Dockyard,4715,281,136.23,42886.92,08-10-2023,2025-02-19,10,,yes,AMBIENT,
SKU-25195,Groundnut Oil,Condiments,Nestle Nigeria,Abuja Gwagwa,4140,432,9111.49,3034.73,08-06-2023,2024-08-13,587,,0,Frozen,
SKU-67860,Groundnut Oil,Cereals,PZ Cussons,Kano Industrial,3947,272,1560.27,3016.42,23-12-2023,2024-12-05,529,,0,AMBIENT,
SKU-21803,Rice 50kg,Cereals,Dangote Flour,Lagos Apapa,3731,319,1487.34,5108.9,22-12-2023,2024-03-30,130,7257118240033,1,AMBIENT,
SKU-59142,Sugar 1kg,Cereals,Nestle Nigeria,Abuja Gwagwa,1762,134,8291.17,,21-06-2023,2024-06-14,474,2462642666065,0,,
SKU-95311,Sugar 1kg,Beverages,PZ Cussons,Kano Industrial,4286,68,11475.39,1499.16,14-04-2023,2024-10-03,540,9429743148572,0,AMBIENT,
SKU-79663,Rice 50kg,,Nestle Nigeria,Lagos Apapa,153,38,3811.71,2255.78,24-02-2023,2024-06-17,93,2587954908754,yes,Chilled,
SKU-42257,Rice 50kg,Condiments,Honeywell,Abuja Gwagwa,4762,181,14463.34,430.67,13-03-2023,2025-06-30,260,7425694951696,yes,AMBIENT,
SKU-17585,Semovita 5kg,Staples,Honeywell,Lagos Apapa,4281,412,4771.88,2526.16,30-03-2023,2025-10-02,113,2478684561995,No,Ambient,
SKU-13217,Tomato Paste,Cereals,Innoson Motors,PHC Dockyard,3143,113,2625.91,9556.95,06-08-2023,2024-05-18,13,3900929113780,No,Ambient,
SKU-75863,Indomie Carton,Beverages,Chi Ltd,Kano Industrial,3199,13,2708.67,7688.53,05-10-2023,2024-05-12,130,9784499810229,0,Chilled,
SKU-37045,Garri 10kg,Condiments,Dangote Flour,PHC Dockyard,2207,52,1317.42,8899.91,27-05-2023,2025-11-05,431,5780160927661,1,ambient,
SKU-20056,Garri 10kg,,Honeywell,Lagos Apapa,4142,178,1698.21,11017.17,29-01-2023,2025-07-31,612,8769298593039,No,ambient,
SKU-87125,Sugar 1kg,Cereals,Honeywell,Abuja Gwagwa,377,136,413.6,2053.96,20-06-2023,2025-02-13,472,4536822130544,1,Ambient,
SKU-69488,Sugar 1kg,Condiments,Honeywell,PHC Dockyard,2747,129,1438.35,2983.21,03-10-2023,2024-01-14,143,4163832247772,0,Chilled,
SKU-98094,Milk Tin,,PZ Cussons,Lagos Apapa,2423,471,4222.79,,12-12-2023,2025-06-11,496,2981794446268,yes,,
SKU-54972,Milo 1kg,Cereals,Chi Ltd,PHC Dockyard,218,91,4052.67,516.01,08-03-2023,2025-03-28,367,6089492567118,Yes,AMBIENT,
SKU-41613,Sugar 1kg,Cereals,Nestle Nigeria,Kano Industrial,3111,137,2030.02,64007.62,16-09-2023,2024-09-05,329,7126468870070,yes,Chilled,
SKU-99851,Semovita 5kg,Staples,Nestle Nigeria,Kano Industrial,2550,22,1341.76,8543.37,14-08-2023,2025-07-22,32,4576379388275,0,ambient,
SKU-89339,Groundnut Oil,,Chi Ltd,Kano Industrial,2988,18,3139.68,11639.06,30-06-2023,2025-11-23,607,5120559317367,Yes,ambient,
SKU-93076,Groundnut Oil,Staples,Honeywell,Abuja Gwagwa,4569,375,4367.62,1809.18,30-11-2023,2024-02-24,344,9488507771896,1,,
SKU-43601,Milo 1kg,Beverages,PZ Cussons,Kano Industrial,1328,148,1093.05,10438.08,28-08-2023,2024-07-08,129,6469882456835,0,Frozen,
SKU-64141,Indomie Carton,Cereals,Nestle Nigeria,PHC Dockyard,1990,369,14981.26,1555.88,22-05-2023,2025-05-16,624,8031626125171,Yes,ambient,
SKU-13426,Milo 1kg,Condiments,Honeywell,PHC Dockyard,4690,354,6280.96,1272.25,03-08-2023,2024-01-30,539,5841944770629,1,AMBIENT,
SKU-23290,Garri 10kg,Condiments,Chi Ltd,PHC Dockyard,4485,109,1334.82,,30-07-2023,2024-11-07,-7,3155935584794,yes,Frozen,
SKU-44025,Tomato Paste,Condiments,Innoson Motors,Abuja Gwagwa,3274,141,303.06,3338.37,03-04-2023,2024-06-30,629,5766847308184,Yes,Frozen,
SKU-77768,Tomato Paste,,Chi Ltd,PHC Dockyard,4795,147,1000.69,9018.41,19-03-2023,2024-05-16,92,6238550343337,1,ambient,
SKU-55059,Semovita 5kg,,Dangote Flour,Kano Industrial,45,496,1872.75,14334.92,18-06-2023,2025-02-27,448,4758171498735,No,Frozen,
SKU-57697,Milk Tin,Condiments,Chi Ltd,PHC Dockyard,4512,19,7088.74,5570.36,07-12-2023,2025-08-31,204,7768036125898,No,Frozen,
SKU-85974,Palm Oil 3.8L,Condiments,Dangote Flour,Abuja Gwagwa,4641,149,1231.2,13955.86,01-12-2023,2025-06-28,122,1728926342816,0,Frozen,
SKU-26777,Groundnut Oil,Staples,Nestle Nigeria,PHC Dockyard,4713,390,518.8,4844.08,07-07-2023,2024-11-25,454,6127280139259,1,Chilled,
SKU-21458,Sugar 1kg,,Dangote Flour,Lagos Apapa,1238,206,301.26,3419.4,28-04-2023,2025-05-24,484,,Yes,AMBIENT,
SKU-15913,Semovita 5kg,Staples,PZ Cussons,Kano Industrial,912,471,1471.98,2196.02,07-02-2023,2024-05-16,198,4846576178636,0,ambient,
SKU-18351,Palm Oil 3.8L,Staples,Honeywell,Abuja Gwagwa,4308,364,5130.54,13657.81,15-04-2023,2025-07-16,586,,Yes,,
SKU-22647,Garri 10kg,Condiments,Innoson Motors,PHC Dockyard,4135,404,4414.37,1574.15,06-11-2023,2024-07-05,245,5184277376846,yes,AMBIENT,
SKU-25681,Sugar 1kg,Staples,Dangote Flour,PHC Dockyard,4401,412,9990.74,1703.56,03-06-2023,2023-12-02,235,5929681642977,yes,ambient,
SKU-71423,Sugar 1kg,Staples,Innoson Motors,Lagos Apapa,2224,231,463.53,21548.41,17-04-2023,2025-04-21,595,,yes,Ambient,
SKU-89339,Groundnut Oil,,Chi Ltd,Kano Industrial,2988,18,3139.68,11639.06,30-06-2023,2025-11-23,607,5120559317367,Yes,ambient,
SKU-41169,Sugar 1kg,,Dangote Flour,Lagos Apapa,3672,290,6661.18,2946.41,24-01-2023,2025-02-12,179,9723741307897,1,,
SKU-34041,Palm Oil 3.8L,Cereals,Innoson Motors,Kano Industrial,2261,254,1489.26,4540.56,03-05-2023,2025-01-10,371,7016946911584,yes,ambient,
SKU-97688,Milo 1kg,Beverages,Honeywell,Kano Industrial,2037,363,5400.68,,16-05-2023,2024-09-05,647,9065983232545,No,Frozen,
SKU-63844,Rice 50kg,Cereals,Nestle Nigeria,PHC Dockyard,4173,110,5060.77,5018.99,29-03-2023,2024-02-20,557,7553959713430,Yes,Ambient,
SKU-56102,Tomato Paste,Cereals,Dangote Flour,Abuja Gwagwa,4244,358,22338.8,2654.07,01-08-2023,2025-05-17,61,3127624396202,Yes,,
SKU-36209,Sugar 1kg,,PZ Cussons,Kano Industrial,2513,170,14014.65,8108.03,24-03-2023,2023-12-06,301,2667201515436,yes,AMBIENT,
SKU-57813,Milk Tin,Condiments,Innoson Motors,Abuja Gwagwa,4888,349,6996.45,1223.5,22-03-2023,2024-01-27,454,6076568244584,1,Ambient,
SKU-88871,Semovita 5kg,Cereals,Innoson Motors,Lagos Apapa,4668,279,1746.84,3103.02,25-01-2023,2024-06-16,160,9165745049571,No,Chilled,
SKU-58112,Milk Tin,,Innoson Motors,PHC Dockyard,3492,55,1152.67,20720.16,22-10-2023,2025-04-24,696,4689575102420,No,ambient,
SKU-65405,Rice 50kg,,Nestle Nigeria,Kano Industrial,3590,247,2156.46,8072.13,09-07-2023,2025-10-25,-7,3568228723968,Yes,Chilled,
SKU-45904,Palm Oil 3.8L,Beverages,Dangote Flour,Abuja Gwagwa,2417,287,4053.54,7797.94,09-07-2023,2024-03-18,221,3213683155147,1,,
SKU-85101,Indomie Carton,Cereals,Honeywell,Lagos Apapa,3936,80,3684.92,2386.36,26-10-2023,2023-12-05,556,3248890660897,1,ambient,
SKU-84696,Milk Tin,Cereals,Dangote Flour,Lagos Apapa,1708,281,2904.96,9552.8,19-01-2023,2023-12-06,-2,,Yes,Frozen,
SKU-25284,Rice 50kg,Staples,Nestle Nigeria,Lagos Apapa,2939,302,453.84,6849.57,25-03-2023,2024-03-22,250,2484419923433,No,Frozen,
SKU-34547,Indomie Carton,Condiments,Innoson Motors,Abuja Gwagwa,4857,481,16523.34,2745.48,18-07-2023,2025-05-03,84,6708973303581,yes,AMBIENT,
SKU-13230,Tomato Paste,,Honeywell,Abuja Gwagwa,2644,379,10581.71,13119.16,09-01-2023,2025-07-06,649,3431008943660,Yes,AMBIENT,
SKU-55488,Rice 50kg,Staples,Nestle Nigeria,Lagos Apapa,2550,469,1046.7,7004.61,25-02-2023,2024-06-24,203,9089123775759,0,AMBIENT,
